timestamp,usage_kwh,voltage,current
2026-05-08 20:39:30,4.96,228.18,21.74
2026-05-08 20:39:30,6.44,236.4,27.24
2026-05-08 20:39:30,3.57,227.06,15.72
2026-05-08 20:39:30,5.23,224.2,23.33
2026-05-08 20:39:30,3.9,224.94,17.34
2026-05-08 20:39:30,3.55,235.67,15.06
2026-05-08 20:39:30,4.18,221.75,18.85
2026-05-08 20:39:30,3.85,221.79,17.36
2026-05-08 20:39:30,5.01,220.84,22.69
2026-05-08 20:39:30,5.1,223.4,22.83
2026-05-08 20:39:30,4.85,225.88,21.47
2026-05-08 20:39:30,6.56,234.09,28.02
2026-05-08 20:39:30,5.85,236.51,24.73
2026-05-08 20:39:30,5.57,231.14,24.1
2026-05-08 20:39:30,5.24,220.95,23.72
2026-05-08 20:39:30,6.13,226.51,27.06
2026-05-08 20:39:30,4.18,227.08,18.41
2026-05-08 20:39:30,6.87,237.77,28.89
2026-05-08 20:39:30,4.26,223.13,19.09
2026-05-08 20:39:30,3.55,225.77,15.72
2026-05-08 20:39:30,3.89,231.93,16.77
2026-05-08 20:39:30,6.27,234.8,26.7
2026-05-08 20:39:30,3.89,226.15,17.2
2026-05-08 20:39:30,5.85,238.3,24.55
2026-05-08 20:39:30,4.87,235.11,20.71
2026-05-08 20:39:30,5.19,221.84,23.4
2026-05-08 20:39:30,5.61,239.56,23.42
2026-05-08 20:39:30,6.38,239.48,26.64
2026-05-08 20:39:30,4.64,233.32,19.89
2026-05-08 20:39:30,5.74,230.1,24.95
2026-05-08 20:39:30,4.14,224.62,18.43
2026-05-08 20:39:30,5.62,221.64,25.36
2026-05-08 20:39:30,4.81,235.1,20.46
2026-05-08 20:39:30,7.95,226.98,35.03
2026-05-08 20:39:30,6.2,234.12,26.48
2026-05-08 20:39:30,4.18,228.73,18.27
2026-05-08 20:39:30,5.65,229.19,24.65
2026-05-08 20:39:30,5.14,234.05,21.96
2026-05-08 20:39:30,7.73,237.4,32.56
2026-05-08 20:39:30,4.49,233.64,19.22
2026-05-08 20:39:30,6.43,222.68,28.88
2026-05-08 20:39:30,6.18,225.1,27.45
2026-05-08 20:39:30,4.29,231.15,18.56
2026-05-08 20:39:30,7.8,238.82,32.66
2026-05-08 20:39:30,3.94,234.48,16.8
2026-05-08 20:39:30,5.93,221.92,26.72
2026-05-08 20:39:30,4.56,227.48,20.05
2026-05-08 20:39:30,6.32,239.08,26.43
2026-05-08 20:39:30,4.29,231.67,18.52
2026-05-08 20:39:30,5.39,227.83,23.66
2026-05-08 20:39:30,6.23,222.8,27.96
2026-05-08 20:39:30,6.22,225.52,27.58
2026-05-08 20:39:30,6.45,227.97,28.29
2026-05-08 20:39:30,6.27,232.81,26.93
2026-05-08 20:39:30,4.08,233.54,17.47
2026-05-08 20:39:30,7.57,229.35,33.01
2026-05-08 20:39:30,6.76,233.23,28.98
2026-05-08 20:39:30,5.72,233.74,24.47
2026-05-08 20:39:30,4.87,220.45,22.09
2026-05-08 20:39:30,6.31,233.87,26.98
2026-05-08 20:39:30,6.14,232.38,26.42
2026-05-08 20:39:30,5.79,235.67,24.57
2026-05-08 20:39:30,5.19,235.82,22.01
2026-05-08 20:39:30,5.02,221.37,22.68
2026-05-08 20:39:30,6.48,223.12,29.04
2026-05-08 20:39:30,5.49,228.2,24.06
2026-05-08 20:39:30,5.11,222.58,22.96
2026-05-08 20:39:30,5.3,225.49,23.5
2026-05-08 20:39:30,3.85,229.48,16.78
2026-05-08 20:39:30,5.43,234.46,23.16
2026-05-08 20:39:30,4.16,235.33,17.68
2026-05-08 20:39:30,3.64,231.34,15.73
2026-05-08 20:39:30,3.64,220.14,16.53
2026-05-08 20:39:30,3.95,231.52,17.06
2026-05-08 20:39:30,4.38,238.81,18.34
2026-05-08 20:39:30,5.7,236.06,24.15
2026-05-08 20:39:30,6.29,221.25,28.43
2026-05-08 20:39:30,4.34,231.85,18.72
2026-05-08 20:39:30,3.8,223.57,17.0
2026-05-08 20:39:30,5.41,237.13,22.81
2026-05-08 20:39:30,5.73,231.49,24.75
2026-05-08 20:39:30,6.8,232.21,29.28
2026-05-08 20:39:30,5.61,236.84,23.69
2026-05-08 20:39:30,3.72,239.94,15.5
2026-05-08 20:39:30,6.32,221.69,28.51
2026-05-08 20:39:30,4.29,236.65,18.13
2026-05-08 20:39:30,3.68,222.57,16.53
2026-05-08 20:39:30,6.31,232.68,27.12
2026-05-08 20:39:30,5.37,225.89,23.77
2026-05-08 20:39:30,4.54,233.25,19.46
2026-05-08 20:39:30,5.7,232.72,24.49
2026-05-08 20:39:30,3.77,235.52,16.01
2026-05-08 20:39:30,4.75,220.46,21.55
2026-05-08 20:39:30,5.98,220.84,27.08
2026-05-08 20:39:30,4.11,232.39,17.69
2026-05-08 20:39:30,5.74,228.05,25.17
2026-05-08 20:39:30,4.33,235.49,18.39
2026-05-08 20:39:30,4.65,222.42,20.91
2026-05-08 20:39:30,7.15,238.98,29.92
2026-05-08 20:39:30,5.06,236.43,21.4
2026-05-08 20:39:30,7.82,232.95,33.57
2026-05-08 20:39:30,3.63,224.42,16.18
2026-05-08 20:39:30,7.5,233.02,32.19
2026-05-08 20:39:30,5.72,236.32,24.2
2026-05-08 20:39:30,4.28,223.2,19.18
2026-05-08 20:39:30,5.78,236.54,24.44
2026-05-08 20:39:30,5.07,230.69,21.98
2026-05-08 20:39:30,6.16,222.73,27.66
2026-05-08 20:39:30,5.83,220.99,26.38
2026-05-08 20:39:30,5.0,234.4,21.33
2026-05-08 20:39:30,6.41,226.49,28.3
2026-05-08 20:39:30,4.25,230.42,18.44
2026-05-08 20:39:30,5.77,231.08,24.97
2026-05-08 20:39:30,5.19,236.93,21.91
2026-05-08 20:39:30,6.07,221.55,27.4
2026-05-08 20:39:30,5.62,237.42,23.67
2026-05-08 20:39:30,5.45,239.51,22.75
2026-05-08 20:39:30,5.5,228.47,24.07
2026-05-08 20:39:30,5.1,221.62,23.01
2026-05-08 20:39:30,6.15,239.76,25.65
2026-05-08 20:39:30,5.76,235.07,24.5
2026-05-08 20:39:30,4.68,234.11,19.99
2026-05-08 20:39:30,3.69,230.43,16.01
2026-05-08 20:39:30,6.32,232.81,27.15
2026-05-08 20:39:30,4.0,228.07,17.54
2026-05-08 20:39:30,6.1,237.02,25.74
2026-05-08 20:39:30,4.97,220.82,22.51
2026-05-08 20:39:30,4.93,224.32,21.98
2026-05-08 20:39:30,5.36,222.55,24.08
2026-05-08 20:39:30,5.79,238.84,24.24
2026-05-08 20:39:30,6.05,225.25,26.86
2026-05-08 20:39:30,3.82,230.39,16.58
2026-05-08 20:39:30,7.73,230.58,33.52
2026-05-08 20:39:30,5.14,239.51,21.46
2026-05-08 20:39:30,5.19,231.27,22.44
2026-05-08 20:39:30,4.11,229.85,17.88
2026-05-08 20:39:30,4.62,221.49,20.86
2026-05-08 20:39:30,6.0,239.95,25.01
2026-05-08 20:39:30,7.54,220.56,34.19
2026-05-08 20:39:30,7.13,227.93,31.28
2026-05-08 20:39:30,5.71,223.88,25.5
2026-05-08 20:39:30,5.13,221.32,23.18
2026-05-08 20:39:30,6.47,228.85,28.27
2026-05-08 20:39:30,3.61,228.4,15.81
2026-05-08 20:39:30,3.69,229.98,16.04
2026-05-08 20:39:30,3.81,232.96,16.35
2026-05-08 20:39:30,4.06,239.15,16.98
2026-05-08 20:39:30,5.21,235.25,22.15
2026-05-08 20:39:30,4.23,238.07,17.77
2026-05-08 20:39:30,4.36,226.99,19.21
2026-05-08 20:39:30,4.33,236.65,18.3
2026-05-08 20:39:30,3.78,228.18,16.57
2026-05-08 20:39:30,5.97,232.65,25.66
2026-05-08 20:39:30,5.2,222.15,23.41
2026-05-08 20:39:30,3.64,224.9,16.18
2026-05-08 20:39:30,6.17,237.32,26.0
2026-05-08 20:39:30,5.04,227.0,22.2
2026-05-08 20:39:30,4.06,233.92,17.36
2026-05-08 20:39:30,4.65,227.27,20.46
2026-05-08 20:39:30,6.06,224.64,26.98
2026-05-08 20:39:30,3.7,220.42,16.79
2026-05-08 20:39:30,4.57,222.37,20.55
2026-05-08 20:39:30,4.33,229.05,18.9
2026-05-08 20:39:30,6.38,221.73,28.77
2026-05-08 20:39:30,3.52,238.08,14.78
2026-05-08 20:39:30,3.76,232.76,16.15
2026-05-08 20:39:30,5.86,232.29,25.23
2026-05-08 20:39:30,6.47,238.69,27.11
2026-05-08 20:39:30,4.77,225.1,21.19
2026-05-08 20:39:30,7.21,224.51,32.11
2026-05-08 20:39:30,5.58,234.25,23.82
2026-05-08 20:39:30,5.08,224.2,22.66
2026-05-08 20:39:30,7.71,221.26,34.85
2026-05-08 20:39:30,5.58,226.4,24.65
2026-05-08 20:39:30,5.99,236.6,25.32
2026-05-08 20:39:30,5.08,226.57,22.42
2026-05-08 20:39:30,7.71,221.36,34.83
2026-05-08 20:39:30,4.24,234.5,18.08
2026-05-08 20:39:30,5.5,234.98,23.41
2026-05-08 20:39:30,6.23,228.63,27.25
2026-05-08 20:39:30,5.89,224.66,26.22
2026-05-08 20:39:30,5.8,223.84,25.91
2026-05-08 20:39:30,3.99,233.18,17.11
2026-05-08 20:39:30,4.42,233.54,18.93
2026-05-08 20:39:30,4.8,230.14,20.86
2026-05-08 20:39:30,6.46,234.71,27.52
2026-05-08 20:39:30,6.19,239.24,25.87
2026-05-08 20:39:30,6.32,224.35,28.17
2026-05-08 20:39:30,3.86,232.58,16.6
2026-05-08 20:39:30,5.05,233.23,21.65
2026-05-08 20:39:30,5.09,220.09,23.13
2026-05-08 20:39:30,5.96,237.89,25.05
2026-05-08 20:39:30,5.61,234.47,23.93
2026-05-08 20:39:30,5.7,230.64,24.71
2026-05-08 20:39:30,3.58,226.46,15.81
2026-05-08 20:39:30,6.06,229.9,26.36
2026-05-08 20:39:30,5.89,227.1,25.94
2026-05-08 20:39:30,5.8,229.87,25.23
2026-05-08 20:39:30,4.21,230.91,18.23
2026-05-08 20:39:30,5.3,232.89,22.76
2026-05-08 20:39:30,4.81,239.98,20.04
2026-05-08 20:39:30,6.69,235.14,28.45
2026-05-08 20:39:30,4.31,221.69,19.44
2026-05-08 20:39:30,6.0,232.62,25.79
2026-05-08 20:39:30,6.04,239.35,25.24
2026-05-08 20:39:30,4.64,223.08,20.8
2026-05-08 20:39:30,5.47,235.54,23.22
2026-05-08 20:39:30,7.89,233.95,33.73
2026-05-08 20:39:30,6.16,232.62,26.48
2026-05-08 20:39:30,5.54,225.02,24.62
2026-05-08 20:39:30,5.39,230.04,23.43
2026-05-08 20:39:30,6.06,224.71,26.97
2026-05-08 20:39:30,6.29,220.54,28.52
2026-05-08 20:39:30,5.31,224.34,23.67
2026-05-08 20:39:30,3.8,233.13,16.3
2026-05-08 20:39:30,4.6,230.9,19.92
2026-05-08 20:39:30,5.96,221.56,26.9
2026-05-08 20:39:30,3.86,234.77,16.44
2026-05-08 20:39:30,6.92,231.47,29.9
2026-05-08 20:39:30,5.31,223.89,23.72
2026-05-08 20:39:30,4.55,237.33,19.17
2026-05-08 20:39:30,5.03,233.19,21.57
2026-05-08 20:39:30,5.99,224.56,26.67
2026-05-08 20:39:30,4.63,225.64,20.52
2026-05-08 20:39:30,5.84,230.21,25.37
2026-05-08 20:39:30,6.46,234.97,27.49
2026-05-08 20:39:30,4.19,229.95,18.22
2026-05-08 20:39:30,6.26,222.13,28.18
2026-05-08 20:39:30,5.97,223.48,26.71
2026-05-08 20:39:30,5.29,225.83,23.42
2026-05-08 20:39:30,6.43,220.24,29.2
2026-05-08 20:39:30,6.05,239.29,25.28
2026-05-08 20:39:30,4.79,230.06,20.82
2026-05-08 20:39:30,5.27,224.14,23.51
2026-05-08 20:39:30,5.84,227.14,25.71
2026-05-08 20:39:30,5.04,236.71,21.29
2026-05-08 20:39:30,6.01,239.46,25.1
2026-05-08 20:39:30,7.7,235.36,32.72
2026-05-08 20:39:30,7.17,232.06,30.9
2026-05-08 20:39:30,6.43,233.88,27.49
2026-05-08 20:39:30,6.51,222.21,29.3
2026-05-08 20:39:30,5.31,234.43,22.65
2026-05-08 20:39:30,5.02,230.8,21.75
2026-05-08 20:39:30,4.05,225.81,17.94
2026-05-08 20:39:30,5.87,230.44,25.47
2026-05-08 20:39:30,5.46,234.31,23.3
2026-05-08 20:39:30,4.31,234.87,18.35
2026-05-08 20:39:30,3.7,231.78,15.96
2026-05-08 20:39:30,5.08,239.88,21.18
2026-05-08 20:39:30,6.58,226.77,29.02
2026-05-08 20:39:30,3.91,234.08,16.7
2026-05-08 20:39:30,7.13,236.99,30.09
2026-05-08 20:39:30,4.81,235.86,20.39
2026-05-08 20:39:30,5.59,226.24,24.71
2026-05-08 20:39:30,5.74,232.63,24.67
2026-05-08 20:39:30,5.1,220.56,23.12
2026-05-08 20:39:30,5.11,237.84,21.49
2026-05-08 20:39:30,3.72,237.95,15.63
2026-05-08 20:39:30,4.89,228.63,21.39
2026-05-08 20:39:30,6.4,239.11,26.77
2026-05-08 20:39:30,4.07,222.7,18.28
2026-05-08 20:39:30,4.36,223.23,19.53
2026-05-08 20:39:30,5.87,236.77,24.79
2026-05-08 20:39:30,6.18,229.09,26.98
2026-05-08 20:39:30,4.86,237.06,20.5
2026-05-08 20:39:30,4.44,235.73,18.84
2026-05-08 20:39:30,4.88,225.17,21.67
2026-05-08 20:39:30,5.8,236.67,24.51
2026-05-08 20:39:30,5.16,220.31,23.42
2026-05-08 20:39:30,4.19,226.25,18.52
2026-05-08 20:39:30,5.4,237.31,22.76
2026-05-08 20:39:30,6.03,223.25,27.01
2026-05-08 20:39:30,3.91,230.73,16.95
2026-05-08 20:39:30,4.56,231.88,19.67
2026-05-08 20:39:30,6.19,236.06,26.22
2026-05-08 20:39:30,5.43,222.6,24.39
2026-05-08 20:39:30,6.44,236.76,27.2
2026-05-08 20:39:30,5.39,226.43,23.8
2026-05-08 20:39:30,5.39,239.17,22.54
2026-05-08 20:39:30,4.97,230.62,21.55
2026-05-08 20:39:30,5.38,235.03,22.89
2026-05-08 20:39:30,4.5,223.28,20.15
2026-05-08 20:39:30,3.69,227.49,16.22
2026-05-08 20:39:30,4.75,239.13,19.86
2026-05-08 20:39:30,6.48,230.01,28.17
2026-05-08 20:39:30,7.51,239.11,31.41
2026-05-08 20:39:30,4.93,238.32,20.69
2026-05-08 20:39:30,5.11,236.38,21.62
2026-05-08 20:39:30,4.96,236.35,20.99
2026-05-08 20:39:30,6.47,237.46,27.25
2026-05-08 20:39:30,5.14,222.02,23.15
2026-05-08 20:39:30,6.03,229.02,26.33
2026-05-08 20:39:30,5.87,237.66,24.7
2026-05-08 20:39:30,5.14,231.02,22.25
2026-05-08 20:39:30,7.83,229.99,34.04
2026-05-08 20:39:30,7.82,222.38,35.17
2026-05-08 20:39:30,5.63,228.75,24.61
2026-05-08 20:39:30,4.26,239.61,17.78
2026-05-08 20:39:30,5.82,239.16,24.34
2026-05-08 20:39:30,4.12,233.72,17.63
2026-05-08 20:39:30,6.11,228.79,26.71
2026-05-08 20:39:30,4.77,232.42,20.52
2026-05-08 20:39:30,4.26,229.96,18.52
2026-05-08 20:39:30,4.02,228.91,17.56
2026-05-08 20:39:30,6.47,235.96,27.42
2026-05-08 20:39:30,4.07,231.24,17.6
2026-05-08 20:39:30,5.9,222.69,26.49
2026-05-08 20:39:30,7.54,220.54,34.19
2026-05-08 20:39:30,5.09,224.64,22.66
2026-05-08 20:39:30,3.7,225.14,16.43
2026-05-08 20:39:30,7.46,232.27,32.12
2026-05-08 20:39:30,3.58,231.07,15.49
2026-05-08 20:39:30,5.63,237.9,23.67
2026-05-08 20:39:30,6.65,223.52,29.75
2026-05-08 20:39:30,6.07,234.5,25.88
2026-05-08 20:39:30,6.39,238.14,26.83
2026-05-08 20:39:30,4.66,233.35,19.97
2026-05-08 20:39:30,6.15,224.62,27.38
2026-05-08 20:39:30,3.57,238.0,15.0
2026-05-08 20:39:30,4.69,233.07,20.12
2026-05-08 20:39:30,3.65,231.38,15.77
2026-05-08 20:39:30,6.4,220.45,29.03
2026-05-08 20:39:30,5.18,239.47,21.63
2026-05-08 20:39:30,7.04,227.4,30.96
2026-05-08 20:39:30,5.69,234.81,24.23
2026-05-08 20:39:30,3.62,229.03,15.81
2026-05-08 20:39:30,4.81,226.49,21.24
2026-05-08 20:39:30,6.47,237.07,27.29
2026-05-08 20:39:30,5.67,233.25,24.31
2026-05-08 20:39:30,4.92,239.89,20.51
2026-05-08 20:39:30,4.56,233.86,19.5
2026-05-08 20:39:30,5.77,231.26,24.95
2026-05-08 20:39:30,4.92,229.0,21.48
2026-05-08 20:39:30,3.75,236.29,15.87
2026-05-08 20:39:30,5.73,233.92,24.5
2026-05-08 20:39:30,3.91,223.43,17.5
2026-05-08 20:39:30,4.12,229.54,17.95
2026-05-08 20:39:30,5.88,221.57,26.54
2026-05-08 20:39:30,3.59,230.72,15.56
2026-05-08 20:39:30,4.04,223.09,18.11
2026-05-08 20:39:30,6.04,221.03,27.33
2026-05-08 20:39:30,6.29,238.91,26.33
2026-05-08 20:39:30,5.12,227.0,22.56
2026-05-08 20:39:30,6.78,226.67,29.91
2026-05-08 20:39:30,3.55,238.5,14.88
2026-05-08 20:39:30,5.62,237.5,23.66
2026-05-08 20:39:30,6.01,225.6,26.64
2026-05-08 20:39:30,4.42,224.65,19.68
2026-05-08 20:39:30,4.6,222.56,20.67
2026-05-08 20:39:30,6.29,222.4,28.28
2026-05-08 20:39:30,3.67,227.17,16.16
2026-05-08 20:39:30,6.06,238.83,25.37
2026-05-08 20:39:30,5.8,236.37,24.54
2026-05-08 20:39:30,7.21,220.29,32.73
2026-05-08 20:39:30,6.82,234.42,29.09
2026-05-08 20:39:30,5.56,236.83,23.48
2026-05-08 20:39:30,7.87,221.89,35.47
2026-05-08 20:39:30,4.47,239.36,18.67
2026-05-08 20:39:30,3.71,233.69,15.88
2026-05-08 20:39:30,6.1,235.98,25.85
2026-05-08 20:39:30,3.91,239.85,16.3
2026-05-08 20:39:30,7.67,230.17,33.32
2026-05-08 20:39:30,7.99,232.02,34.44
2026-05-08 20:39:30,6.4,220.25,29.06
2026-05-08 20:39:30,6.16,234.61,26.26
2026-05-08 20:39:30,6.03,233.41,25.83
2026-05-08 20:39:30,5.85,232.31,25.18
2026-05-08 20:39:30,4.95,236.32,20.95
2026-05-08 20:39:30,5.33,230.26,23.15
2026-05-08 20:39:30,5.35,221.91,24.11
2026-05-08 20:39:30,5.8,232.08,24.99
2026-05-08 20:39:30,5.53,228.64,24.19
2026-05-08 20:39:30,4.52,236.29,19.13
2026-05-08 20:39:30,6.48,234.97,27.58
2026-05-08 20:39:30,3.56,223.42,15.93
2026-05-08 20:39:30,5.0,238.69,20.95
2026-05-08 20:39:30,5.36,229.91,23.31
2026-05-08 20:39:30,6.11,220.46,27.71
2026-05-08 20:39:30,3.89,229.27,16.97
2026-05-08 20:39:30,5.13,223.64,22.94
2026-05-08 20:39:30,4.78,237.29,20.14
2026-05-08 20:39:30,6.53,235.86,27.69
2026-05-08 20:39:30,7.17,225.95,31.73
2026-05-08 20:39:30,3.83,236.72,16.18
2026-05-08 20:39:30,5.81,231.08,25.14
2026-05-08 20:39:30,4.19,222.09,18.87
2026-05-08 20:39:30,5.63,232.92,24.17
2026-05-08 20:39:30,5.57,231.99,24.01
2026-05-08 20:39:30,5.94,237.13,25.05
2026-05-08 20:39:30,4.76,235.33,20.23
2026-05-08 20:39:30,5.35,225.36,23.74
2026-05-08 20:39:30,5.47,233.66,23.41
2026-05-08 20:39:30,6.17,232.25,26.57
2026-05-08 20:39:30,5.35,235.9,22.68
2026-05-08 20:39:30,4.85,220.56,21.99
2026-05-08 20:39:30,4.31,225.85,19.08
2026-05-08 20:39:30,4.55,238.18,19.1
2026-05-08 20:39:30,7.6,237.74,31.97
2026-05-08 20:39:30,4.84,233.31,20.74
2026-05-08 20:39:30,6.07,228.39,26.58
2026-05-08 20:39:30,4.25,232.9,18.25
2026-05-08 20:39:30,6.23,235.73,26.43
2026-05-08 20:39:30,5.85,234.8,24.91
2026-05-08 20:39:30,5.55,230.2,24.11
2026-05-08 20:39:30,6.29,238.61,26.36
2026-05-08 20:39:30,4.39,228.03,19.25
2026-05-08 20:39:30,4.64,227.18,20.42
2026-05-08 20:39:30,5.27,228.37,23.08
2026-05-08 20:39:30,4.05,229.73,17.63
2026-05-08 20:39:30,6.16,230.74,26.7
2026-05-08 20:39:30,6.01,238.1,25.24
2026-05-08 20:39:30,4.99,232.5,21.46
2026-05-08 20:39:30,5.6,234.66,23.86
2026-05-08 20:39:30,6.33,239.62,26.42
2026-05-08 20:39:30,5.86,225.41,26.0
2026-05-08 20:39:30,3.81,222.0,17.16
2026-05-08 20:39:30,4.6,226.79,20.28
2026-05-08 20:39:30,3.64,238.33,15.27
2026-05-08 20:39:30,4.83,224.28,21.54
2026-05-08 20:39:30,4.36,220.04,19.81
2026-05-08 20:39:30,6.05,235.13,25.73
2026-05-08 20:39:30,6.03,224.94,26.81
2026-05-08 20:39:30,5.92,238.78,24.79
2026-05-08 20:39:30,5.22,237.08,22.02
2026-05-08 20:39:30,4.53,225.78,20.06
2026-05-08 20:39:30,7.96,229.59,34.67
2026-05-08 20:39:30,4.66,226.57,20.57
2026-05-08 20:39:30,4.92,224.06,21.96
2026-05-08 20:39:30,6.45,233.26,27.65
2026-05-08 20:39:30,3.57,239.85,14.88
2026-05-08 20:39:30,6.18,231.53,26.69
2026-05-08 20:39:30,5.88,224.34,26.21
2026-05-08 20:39:30,6.12,236.99,25.82
2026-05-08 20:39:30,4.69,233.24,20.11
2026-05-08 20:39:30,7.04,238.58,29.51
2026-05-08 20:39:30,4.6,236.64,19.44
2026-05-08 20:39:30,6.42,223.59,28.71
2026-05-08 20:39:30,4.82,222.09,21.7
